@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data

2,?,?,2.2,?,73.4,?,2.2,2.4,1.8,?,?,4.3,0.3,?,?,0.2,2.7,?,59.5,0.3,?,0.4,?,0.4,1.7,19.7,0.3,63.3,?,1.0,?,?,0.6,?,42.8,?,1.3,?,?,34.3,18.1,7.9,?,?,4.1,13.7,?,36.3,?,9.4,?,?,?,2.6,13.8,?,7.2,?,?,0.0,71.8,7.5,0.8,3.3,5.0,?,0.0,0.1,0.1,?,?,25.5,12.9,96.5,2.9,0.2,0.1,0.1,?,?,?,?,1.1,?,0.3,0.6,0.0,?,14.6,?,14.2,?,?,11.6,31.3,45.9,?,?,?,0.2,?,4.9,65.3,0.2,0.5,?,?,?,?,?,?,2.3,10.4,0.7,57.0,6.7,73.7,3.4,?,?,68.7,?,35.4,30.1,?,6.4,?,87.5,7.8,?,?,2.2,1.3,?,75.2,22.6,?,?,73.4,?,?,?,?
0,?,?,?,?,?,?,3.4,1.4,?,0.4,0.0,?,?,2.5,?,0.1,0.5,?,?,0.1,4.2,0.1,22.0,0.4,0.5,?,?,61.9,1.0,?,27.6,?,?,?,?,2.4,?,?,41.2,33.3,18.6,?,0.7,0.3,?,12.7,?,?,?,?,?,93.2,5.2,?,15.7,73.2,?,1.1,0.1,0.0,14.4,?,1.1,31.5,?,11.7,0.5,?,0.2,?,?,?,?,88.0,?,?,0.2,?,?,12.8,0.8,9.5,?,1.7,?,0.1,0.0,?,?,?,?,?,4.1,82.0,?,27.6,?,?,2.6,3.0,?,?,13.9,?,0.7,?,?,77.2,60.2,17.0,?,?,13.0,?,45.9,2.8,?,?,3.9,2.6,39.9,?,23.3,6.9,0.5,0.4,36.8,?,?,?,17.4,?,0.2,100.0,64.4,32.1,3.5,?,63.5,31.7,?,?,0.9
?,?,?,3.2,98.5,65.4,30.0,3.2,1.5,?,0.4,?,?,0.2,2.5,?,0.1,?,?,58.8,0.1,3.9,0.1,?,?,?,?,0.1,63.7,?,?,?,?,0.2,?,?,?,?,?,?,33.1,20.0,4.4,?,?,?,?,?,32.6,?,?,1.4,88.6,9.9,1.6,?,73.5,9.7,?,0.1,0.0,19.8,6.3,?,28.9,?,?,0.4,?,0.2,?,?,57.3,27.1,?,10.1,?,?,0.0,?,?,1.3,?,?,1.9,?,0.2,?,0.1,?,?,77.4,?,4.1,74.2,7.8,31.3,60.8,70.9,?,2.7,0.3,?,21.7,0.0,0.7,0.2,0.3,?,63.2,?,20.1,8.3,?,0.3,48.1,2.8,?,?,4.1,2.7,?,2.7,26.2,?,?,?,33.1,?,7.1,19.1,15.5,?,0.2,100.0,?,30.4,3.2,98.5,65.4,30.0,3.2,1.5,?
?,?,?,1.7,?,75.3,?,?,2.2,1.7,?,0.0,?,0.3,2.5,?,?,0.9,11.0,71.2,?,?,0.1,8.9,0.2,0.8,?,0.0,72.9,0.8,?,7.4,0.1,?,6.2,70.8,?,0.7,1.6,27.0,31.9,27.7,?,1.8,?,4.9,?,?,?,?,?,?,?,?,?,?,75.1,8.5,?,0.1,0.0,48.4,?,3.3,15.1,?,15.9,?,0.2,0.2,?,39.8,44.1,?,96.2,?,?,0.1,?,?,65.9,?,57.6,?,?,?,?,?,0.4,34.1,1.3,?,63.3,?,?,?,?,?,28.7,?,?,0.7,?,?,0.0,0.8,?,0.4,?,79.1,13.2,7.3,?,?,?,59.9,3.1,?,2.0,?,?,58.0,6.2,?,?,2.1,3.8,?,87.0,5.2,7.5,?,1.6,?,?,?,?,?,?,?,?,?,2.2,1.7
0,65.8,30.9,?,?,64.7,?,?,1.6,1.1,?,?,?,0.0,4.4,11.8,?,?,?,?,?,?,0.1,?,?,?,?,?,?,?,0.1,28.5,0.0,0.2,1.1,?,1.8,?,?,44.3,?,16.8,3.0,?,0.2,?,12.6,17.3,?,17.8,14.0,?,?,?,2.1,14.1,?,11.5,?,0.1,?,24.2,?,0.6,14.4,38.0,9.8,1.4,?,?,?,8.9,72.2,18.9,?,12.7,0.1,0.2,0.0,0.2,10.7,0.6,?,0.2,?,0.1,?,?,?,?,1.0,88.3,20.1,10.9,?,?,46.2,48.2,83.9,?,0.2,?,0.3,?,0.0,0.4,?,?,?,46.2,?,?,8.4,21.0,?,?,4.5,?,?,?,2.0,?,?,24.8,6.9,0.4,?,?,?,?,?,18.1,5.4,?,?,65.8,30.9,3.3,?,?,?,?,1.6,?
?,?,?,3.0,98.3,67.1,?,3.0,?,?,?,?,21.6,?,4.4,?,0.1,?,4.4,58.3,0.1,4.9,?,?,?,?,?,0.0,?,?,?,24.1,?,0.2,1.7,?,?,0.4,2.7,?,?,17.7,3.7,?,0.3,5.2,?,17.6,?,?,13.4,?,?,11.4,2.4,?,?,?,?,0.1,0.0,?,?,?,?,31.3,?,1.1,?,?,?,?,?,17.5,88.5,11.0,0.1,?,0.0,?,?,1.5,?,?,?,?,0.2,?,0.1,?,1.4,76.6,30.6,?,59.4,?,?,41.1,72.1,?,?,?,0.8,23.5,?,?,?,0.3,?,?,22.2,?,7.2,?,?,?,4.8,?,?,?,?,?,2.7,28.2,?,0.8,1.3,?,73.9,5.6,?,15.6,?,0.2,100.0,?,?,?,98.3,?,?,3.0,?,?
?,78.1,20.0,1.9,97.6,76.4,?,?,?,1.7,0.6,?,?,?,?,?,0.1,0.4,?,73.7,0.3,?,0.1,7.8,0.1,1.1,13.0,0.1,73.9,1.3,0.3,?,?,0.2,?,72.3,?,1.2,?,33.7,34.5,21.4,?,1.2,?,?,12.2,18.6,35.4,17.2,11.2,?,?,34.3,?,14.2,75.9,8.8,?,0.1,0.0,?,?,?,?,?,?,?,?,?,0.5,?,44.2,?,?,?,?,?,?,0.1,?,4.9,58.1,?,?,0.1,0.4,?,0.1,?,?,?,?,?,21.5,31.8,?,13.0,26.2,0.9,0.2,?,?,65.3,?,0.3,0.0,0.3,?,?,14.7,?,2.2,7.9,0.3,?,5.9,74.4,?,5.5,3.1,56.3,?,41.7,?,2.5,4.8,13.3,87.7,3.8,7.9,?,?,0.6,?,78.1,20.0,?,97.6,76.4,19.4,?,?,?
?,?,29.7,?,98.7,66.3,?,3.1,1.3,0.8,?,0.0,18.0,?,?,?,0.2,?,5.3,?,?,4.4,0.2,?,?,?,16.1,0.1,47.0,?,0.3,?,0.1,?,1.8,62.0,?,?,2.8,?,31.7,6.1,1.4,?,0.2,?,13.6,?,30.1,?,?,?,?,7.0,1.7,16.1,?,8.8,0.7,0.1,?,31.6,?,?,?,?,?,?,?,?,0.2,9.5,?,?,?,?,0.4,?,?,?,?,?,16.3,0.8,?,0.1,0.2,0.0,0.1,?,3.2,?,?,8.4,67.4,?,?,69.7,82.9,?,0.2,0.6,?,?,?,?,0.3,?,?,?,24.5,?,10.1,?,0.3,?,9.8,?,?,?,1.8,35.2,?,?,?,?,0.5,?,?,18.7,16.8,?,?,?,?,?,?,?,?,?,?,3.1,1.3,0.8
?,74.3,23.6,2.2,98.8,73.4,23.2,?,?,0.8,?,0.0,?,0.1,?,?,0.2,?,6.4,61.9,0.2,2.8,?,17.5,?,?,22.7,0.3,51.6,?,?,18.6,0.1,0.3,3.5,62.5,?,1.4,?,?,32.9,?,?,0.6,?,?,?,?,?,?,11.5,?,?,?,?,13.8,?,8.2,?,0.1,0.0,48.2,?,?,?,?,?,?,0.5,0.1,?,?,43.9,21.9,?,?,0.4,?,?,?,51.3,?,36.0,?,?,0.1,0.4,?,?,?,3.9,?,?,6.7,39.7,23.4,35.8,40.8,49.6,?,?,?,?,44.0,?,0.9,?,?,78.3,?,?,?,?,15.3,0.3,51.9,16.1,59.2,4.0,?,3.5,?,5.0,26.4,21.4,4.1,6.3,22.9,?,11.6,?,?,2.3,?,?,74.3,?,?,98.8,?,23.2,?,1.2,?
?,81.9,17.0,?,98.8,81.0,?,1.1,?,?,0.3,?,6.3,0.1,1.6,3.3,?,?,?,?,0.2,1.0,0.1,?,0.2,2.2,29.7,0.5,56.6,3.9,0.3,?,?,0.3,5.4,?,25.2,?,1.7,?,34.2,21.8,?,?,0.7,3.3,?,19.7,37.8,?,?,1.0,?,45.5,2.0,?,80.1,7.7,0.8,?,0.0,?,?,1.2,2.8,6.3,17.7,0.1,?,?,?,60.6,?,?,?,?,0.4,?,0.0,0.2,?,?,?,?,1.5,0.1,0.6,?,?,?,?,?,85.3,?,9.9,43.8,46.5,9.7,?,?,?,?,?,?,0.0,?,?,0.4,?,?,10.3,6.6,?,4.8,0.4,?,22.9,81.7,7.9,10.6,?,?,9.1,?,35.6,?,12.6,?,?,?,?,3.8,0.9,0.5,?,81.9,17.0,?,98.8,81.0,16.7,?,?,?
?,?,?,3.9,98.2,64.6,29.8,?,?,?,0.6,0.0,22.3,?,11.5,30.6,0.2,0.3,0.9,?,0.1,?,?,?,1.0,?,?,?,?,?,0.4,?,?,2.2,?,68.2,2.4,?,2.5,46.6,39.3,?,3.9,?,?,?,?,?,?,?,?,0.5,?,11.2,?,16.6,?,?,?,0.0,?,45.1,?,?,11.0,?,?,0.4,0.6,?,?,37.2,?,18.7,?,?,0.2,0.1,0.0,?,47.0,?,39.2,?,?,?,0.1,?,0.2,53.0,7.7,?,41.7,?,47.5,7.1,?,62.5,?,1.9,?,0.5,?,?,0.0,0.5,0.1,?,?,35.0,?,?,?,33.6,?,?,?,52.9,?,?,4.5,39.1,?,?,12.5,?,?,19.7,?,?,?,9.0,?,0.5,100.0,65.7,?,3.9,?,?,29.8,3.8,?,?
1,68.6,28.1,?,?,?,27.5,3.3,?,1.2,0.6,0.0,19.1,?,?,?,0.3,0.4,?,42.1,0.1,?,?,13.9,0.8,1.6,?,?,56.6,?,?,?,0.1,1.9,2.0,68.3,6.4,0.5,2.3,44.0,?,?,4.4,?,?,?,17.0,19.6,?,14.8,8.0,0.5,?,?,2.9,16.2,77.2,?,0.5,0.0,?,53.4,11.2,?,?,?,2.9,0.3,?,0.4,?,?,39.7,?,92.2,?,0.2,0.1,0.0,0.2,?,?,?,?,3.4,?,0.1,?,?,43.1,?,36.3,?,9.4,?,13.1,35.8,51.1,?,1.7,2.3,1.4,?,?,0.0,0.6,0.1,?,?,45.7,?,37.9,?,27.1,?,?,8.0,?,?,?,?,43.6,?,55.4,?,?,?,17.3,72.9,11.0,?,?,7.7,?,100.0,68.6,28.1,?,98.1,?,?,3.3,1.9,?
?,?,?,1.7,97.9,75.9,20.3,?,2.1,?,?,0.0,?,?,6.3,?,?,0.8,3.5,?,0.3,?,?,?,?,?,24.6,?,56.4,?,0.4,?,?,0.7,3.7,?,?,?,1.7,?,35.3,?,6.2,?,1.2,?,?,20.2,?,14.9,8.2,0.6,?,?,?,15.2,78.4,?,?,?,0.0,78.7,5.4,0.3,?,7.9,?,0.0,?,0.0,1.2,63.4,?,?,97.3,2.3,0.2,0.1,?,?,?,?,70.1,0.4,2.6,0.1,?,?,0.3,12.7,4.3,8.5,85.2,?,?,31.7,52.6,?,?,?,?,?,5.3,?,0.1,?,?,0.4,?,78.6,?,?,?,7.1,?,52.1,?,?,4.5,8.5,5.2,?,?,?,28.9,?,?,9.9,84.9,7.7,?,4.1,2.6,?,?,?,20.9,1.7,97.9,75.9,20.3,?,?,?
?,65.2,?,?,?,?,?,4.8,?,?,0.4,0.0,23.5,0.1,11.2,?,0.2,0.6,?,?,0.1,?,?,14.8,0.2,2.0,18.0,?,?,1.5,0.4,?,?,0.5,6.1,61.1,?,?,?,44.2,?,8.0,4.9,0.7,0.6,?,?,19.6,33.4,?,?,0.4,?,12.7,?,15.7,?,?,0.5,?,?,69.9,12.7,0.2,?,10.9,?,0.0,?,?,0.6,?,?,14.5,93.9,5.5,0.1,?,0.0,0.3,?,2.7,?,?,?,0.2,0.1,?,0.1,41.1,?,?,?,?,38.7,?,33.7,58.7,60.6,?,2.1,?,1.2,?,?,?,?,0.4,?,38.6,14.4,46.6,?,?,?,?,5.9,57.3,?,3.3,5.3,?,3.2,57.1,14.6,0.9,0.8,?,?,?,20.6,?,?,0.5,100.0,?,30.0,?,98.7,64.3,?,?,1.3,0.9
1,67.4,?,4.3,?,66.5,27.9,4.3,1.3,0.9,?,0.0,21.0,0.1,?,?,0.3,?,?,?,0.1,?,0.3,13.8,0.2,2.1,18.7,0.1,?,?,?,?,0.1,?,7.6,?,?,?,?,?,?,?,5.1,?,?,6.6,18.0,?,33.8,?,7.7,?,?,19.3,?,?,77.2,?,?,0.0,?,72.7,11.0,?,?,10.1,?,?,?,1.0,?,?,31.5,13.3,94.6,4.9,?,?,?,?,?,?,?,0.8,2.6,0.2,0.1,0.1,?,35.4,6.8,?,57.8,?,?,?,39.8,?,53.2,?,?,0.3,?,?,0.0,0.4,?,?,?,46.5,13.5,39.6,9.9,29.7,?,43.6,6.5,?,?,?,5.3,?,4.0,?,17.0,1.4,?,?,?,10.0,18.1,?,?,?,?,67.4,?,?,98.7,?,?,?,?,0.9
2,?,21.1,?,?,?,?,?,?,1.1,0.4,?,10.2,?,8.6,6.2,0.4,1.1,?,62.6,?,3.8,0.2,?,?,?,?,0.2,58.7,?,0.2,?,?,0.4,14.0,64.8,?,1.3,?,?,35.6,?,?,1.2,?,5.5,?,?,35.3,14.7,?,0.6,?,?,?,15.3,?,6.7,?,?,?,84.8,?,?,0.6,6.4,?,?,0.1,?,1.3,?,20.3,?,97.5,?,?,0.1,?,0.2,?,11.3,74.6,?,1.6,?,?,?,0.1,?,4.1,?,?,5.6,?,21.2,65.7,?,21.5,?,0.6,0.6,7.4,?,0.0,0.4,?,?,89.5,79.8,9.7,10.1,2.2,?,0.4,50.1,9.3,?,3.6,?,?,54.8,7.7,?,27.1,?,5.8,11.1,83.4,?,?,?,3.3,?,100.0,?,21.1,?,98.5,?,?,?,?,?
0,?,30.8,4.4,98.5,63.9,30.3,4.3,?,?,?,?,?,0.2,3.2,6.0,0.2,?,11.7,?,?,?,0.5,16.0,?,?,31.6,?,33.2,1.3,0.4,29.9,0.2,?,?,24.1,2.2,0.4,3.2,?,31.6,?,?,0.6,?,7.7,?,?,?,?,?,0.5,?,?,3.5,15.9,?,7.1,?,0.0,0.0,52.0,13.8,0.5,11.3,16.9,?,0.1,?,0.9,1.6,?,40.6,?,?,6.0,?,?,?,0.4,56.2,?,50.5,0.4,?,0.4,0.2,0.0,?,43.8,1.0,42.8,?,?,?,?,?,58.4,?,?,1.7,?,1.4,?,0.0,?,0.1,?,?,30.4,22.6,?,6.8,?,?,50.5,5.8,?,?,?,?,?,?,45.7,11.8,1.0,0.9,?,62.5,?,?,13.7,?,0.6,?,?,30.8,?,?,?,?,?,1.5,?
1,?,26.7,3.4,98.5,69.0,?,3.3,1.5,1.0,0.5,?,?,?,?,?,0.3,?,?,?,0.3,?,?,11.5,?,?,?,0.2,33.7,?,?,?,0.2,?,49.8,?,?,?,2.8,?,31.3,?,?,?,0.8,?,17.8,?,34.0,?,?,?,70.4,?,2.9,?,77.8,?,0.5,0.0,?,?,?,?,7.1,?,3.5,?,0.1,0.5,?,?,31.6,?,?,4.3,?,0.2,0.1,0.3,?,14.1,?,0.6,2.4,0.3,0.4,?,?,29.6,1.0,28.6,62.6,10.5,?,20.3,?,?,?,?,?,0.2,?,51.6,0.0,1.0,0.1,?,?,?,?,?,4.6,?,?,?,9.2,64.7,?,?,6.2,48.7,5.7,?,?,2.3,3.5,?,72.5,8.5,18.3,?,?,0.7,?,?,26.7,3.4,?,69.0,26.2,?,1.5,?
2,78.1,20.1,1.7,?,?,?,?,1.4,1.0,0.4,?,7.7,0.3,2.0,2.9,0.4,2.0,?,?,?,?,0.3,4.3,?,?,49.9,?,?,?,0.4,4.2,0.3,?,60.5,18.3,?,?,?,41.3,?,?,?,?,1.1,4.8,?,20.0,36.2,14.5,?,?,47.5,50.5,?,?,?,6.0,?,?,0.0,80.8,5.4,?,?,7.2,?,0.1,0.0,?,?,77.0,17.3,?,?,?,0.3,?,?,?,?,33.1,54.8,0.9,2.7,0.1,?,?,0.6,?,?,6.0,90.0,4.2,?,44.3,45.3,10.4,?,?,?,?,?,?,?,?,0.2,?,?,75.0,?,6.6,?,?,?,56.7,?,?,?,?,5.4,62.1,9.0,38.1,?,4.4,7.8,?,88.4,?,5.0,?,?,?,?,?,?,1.7,98.6,?,?,1.7,?,?
?,64.8,?,?,?,?,30.5,4.2,1.6,?,?,?,?,?,5.5,?,?,?,?,49.8,?,11.4,0.3,10.2,0.4,?,32.6,?,?,1.7,?,26.2,0.1,?,?,5.6,1.6,?,3.7,56.6,28.9,?,?,0.3,0.3,7.3,?,17.7,?,?,?,0.7,?,?,?,15.2,?,9.4,0.8,?,0.0,?,12.6,0.4,7.5,?,?,?,?,0.6,2.7,?,42.1,?,?,8.8,?,0.2,0.1,?,46.5,?,?,?,4.5,?,?,0.1,0.2,?,1.0,52.5,?,?,?,?,50.0,?,55.1,2.0,0.4,?,?,?,0.0,?,?,0.4,?,32.1,29.8,37.8,5.8,?,0.4,46.5,6.8,57.7,0.5,3.7,5.0,43.0,2.5,?,10.3,0.6,?,?,69.5,?,18.4,?,10.9,?,100.0,64.8,?,4.2,?,63.8,?,?,?,?
?,68.4,28.1,?,98.4,?,27.6,?,?,?,0.5,0.0,?,0.2,4.6,4.2,?,1.4,?,53.1,0.3,9.1,?,8.4,?,3.7,34.5,0.2,40.4,?,0.7,?,0.1,?,69.4,?,?,?,?,50.9,30.1,11.1,?,0.6,0.5,6.4,16.5,17.8,32.1,15.6,10.8,0.8,?,21.4,?,?,75.6,9.2,0.8,0.1,0.0,47.5,?,0.4,?,27.6,5.7,0.1,?,0.5,2.8,?,?,?,?,7.0,?,0.2,0.1,?,59.2,?,?,0.4,?,0.2,?,0.1,0.2,40.8,?,39.9,?,?,?,?,52.3,34.4,?,1.6,?,?,?,?,0.0,?,?,0.4,71.2,43.6,27.6,28.4,4.4,24.0,0.4,48.2,8.3,?,1.5,?,4.8,47.9,4.2,35.3,?,1.4,2.2,?,?,?,?,?,?,?,100.0,68.4,28.1,?,98.4,67.4,?,?,1.6,1.1
?,76.2,21.9,1.9,?,75.1,?,?,1.5,1.1,?,0.0,?,?,?,4.0,?,1.8,?,?,?,4.2,0.3,4.4,?,2.8,?,0.3,?,?,?,5.8,?,?,?,?,?,1.6,2.3,?,?,?,?,?,?,4.5,?,?,34.5,?,11.2,0.9,?,44.4,2.1,12.7,77.6,?,?,0.1,?,73.2,?,0.2,?,?,?,0.0,?,?,?,65.4,?,?,96.1,3.2,0.3,?,?,?,86.3,?,65.4,0.5,?,?,0.4,0.1,?,13.7,0.7,13.0,83.7,?,?,29.4,?,?,?,0.9,?,?,?,?,0.0,?,0.2,0.4,91.2,68.3,?,8.4,1.4,?,?,?,?,75.7,?,?,?,?,7.6,39.5,?,?,5.6,?,?,?,6.2,2.3,3.9,?,?,76.2,21.9,?,98.5,?,21.5,?,1.5,1.1
?,66.0,29.8,?,98.6,65.2,?,?,?,?,?,0.0,?,?,6.8,3.8,?,1.7,11.4,59.2,0.3,?,0.2,10.1,?,?,22.5,?,54.4,?,0.6,24.8,0.1,0.1,?,18.9,1.5,0.3,?,58.5,?,6.3,1.5,?,?,6.2,?,?,?,17.8,?,1.5,89.6,8.9,1.5,13.4,74.3,10.9,1.2,0.1,0.0,?,24.2,?,?,21.9,10.1,?,0.3,0.9,2.3,?,?,?,?,?,?,?,?,0.6,28.0,1.1,21.9,?,?,?,0.1,0.0,0.1,?,1.1,71.0,?,?,44.2,?,32.5,61.7,70.3,1.6,0.3,0.2,?,?,?,?,0.1,?,54.7,28.1,26.6,?,7.4,?,0.4,?,?,?,?,4.0,2.8,?,?,24.6,10.1,0.8,0.6,26.9,?,?,11.8,?,?,0.9,?,?,?,4.2,?,65.2,?,4.1,1.4,0.9
?,?,?,3.7,?,?,?,3.7,1.9,1.3,0.6,?,?,?,?,?,?,1.7,13.1,?,0.4,?,?,?,0.2,?,23.1,?,?,1.0,?,21.2,0.1,0.1,?,18.0,2.7,0.4,3.5,54.6,?,?,?,?,0.3,?,?,?,?,?,?,1.4,83.7,14.8,1.5,?,?,?,?,0.1,0.0,?,22.7,?,10.6,19.4,?,0.4,?,?,2.8,23.0,47.4,29.6,?,9.9,0.2,0.2,?,?,37.5,1.9,?,0.6,4.4,?,0.2,0.0,0.2,?,1.1,?,40.0,?,38.3,7.9,35.8,56.3,62.2,?,?,0.2,?,33.9,0.0,0.5,?,?,?,?,?,?,?,32.7,?,?,4.8,?,?,?,?,?,2.2,26.4,12.4,1.1,?,23.9,79.4,?,10.4,5.1,5.3,?,100.0,68.1,?,?,?,?,27.6,?,?,?
?,76.8,?,2.0,?,?,20.2,?,?,3.0,1.1,0.1,?,?,3.7,4.4,0.3,1.8,20.4,?,0.5,?,0.1,?,?,3.0,?,0.2,60.2,1.7,?,6.0,0.1,?,70.7,14.3,?,0.9,?,38.4,?,18.7,5.8,?,0.6,4.8,14.1,17.9,?,?,?,?,58.8,39.7,?,?,?,?,?,?,0.0,59.3,16.2,?,5.0,?,?,0.1,0.0,0.0,?,?,33.2,23.4,95.4,3.8,?,0.2,?,0.3,?,5.2,64.2,?,6.6,0.1,0.5,?,0.4,?,1.1,?,?,9.0,13.7,16.8,?,?,28.2,?,?,0.2,?,66.5,?,?,?,?,84.7,?,?,14.9,2.4,12.5,0.4,59.9,6.1,75.8,2.3,6.1,3.6,64.9,4.1,34.0,21.6,2.3,?,11.5,87.8,?,?,1.8,?,1.0,?,?,21.2,?,95.9,?,?,?,4.1,?
?,?,27.9,4.3,98.3,66.6,?,?,1.7,1.2,?,?,21.9,0.1,0.6,?,0.2,?,?,62.7,?,6.6,?,?,?,1.8,28.0,0.1,?,?,?,?,?,?,?,62.8,?,0.2,?,?,22.2,5.3,?,0.3,0.2,?,17.0,18.9,30.3,15.5,10.1,0.8,90.8,6.9,2.3,16.2,?,8.3,0.8,?,?,?,31.0,0.3,?,?,?,?,0.3,?,?,?,47.9,15.7,?,?,?,0.2,0.1,0.4,?,?,20.1,0.5,2.7,0.2,0.1,0.0,0.1,74.5,?,?,30.7,?,40.8,?,24.3,67.6,78.5,?,?,?,1.2,18.3,0.0,?,?,0.4,?,28.7,16.5,54.4,11.3,?,0.4,52.8,4.7,56.2,0.4,2.6,?,44.8,2.8,17.6,9.2,?,?,27.1,75.4,?,17.6,?,?,?,100.0,?,27.9,4.3,?,?,27.4,4.3,?,1.2
?,?,24.9,?,?,70.0,24.4,3.6,2.0,1.4,0.5,?,18.5,?,?,?,0.2,?,15.1,?,0.3,5.3,?,?,?,1.8,31.3,?,48.8,?,0.3,?,?,0.3,7.3,?,6.9,0.5,5.3,58.0,?,?,?,?,?,?,16.1,?,?,15.8,10.3,0.9,?,?,2.2,?,?,8.4,0.8,0.1,?,43.9,?,?,?,?,7.3,?,?,?,1.9,?,?,?,?,?,0.1,?,?,?,39.6,4.7,30.5,0.8,?,0.2,0.6,0.0,?,?,0.9,59.5,?,23.6,32.8,?,?,?,?,?,0.1,0.2,3.0,30.2,?,?,?,?,?,39.8,16.2,43.6,?,34.7,?,?,?,62.9,?,?,3.8,?,?,21.1,14.0,1.5,2.0,?,?,?,?,?,?,0.6,?,?,?,3.7,?,70.0,?,?,?,1.4
?,?,16.6,?,97.2,?,16.0,?,?,2.1,0.6,0.1,9.0,?,0.9,1.0,?,1.4,?,?,?,1.6,0.2,6.4,0.1,?,?,?,?,?,0.2,6.5,?,?,7.9,?,?,1.4,3.5,?,?,17.4,5.9,1.4,?,4.4,?,18.9,?,?,?,1.0,53.3,?,?,?,77.2,?,0.9,?,?,?,?,?,?,?,?,0.0,?,0.0,?,?,26.5,9.0,?,2.8,0.2,0.1,?,0.2,?,?,59.3,1.5,2.5,?,?,0.0,0.2,?,1.1,?,?,?,?,?,?,19.4,26.3,?,0.1,0.2,?,63.2,0.0,?,0.2,0.5,?,?,15.4,?,2.1,?,0.5,57.4,7.4,81.6,3.9,7.2,?,61.8,?,?,?,?,6.1,9.0,88.3,?,?,?,?,?,?,81.5,?,1.9,97.2,79.4,16.0,1.8,?,2.1
0,75.6,?,?,?,74.1,?,2.5,2.0,?,0.5,?,25.1,0.2,0.8,1.7,?,10.8,?,53.7,?,1.1,0.2,?,0.3,11.8,29.6,0.1,?,0.8,?,?,?,0.3,?,?,?,0.3,?,?,32.0,9.2,?,?,?,?,14.4,17.5,28.0,?,14.2,1.3,?,?,?,?,?,?,1.1,0.1,?,36.5,?,?,?,?,4.5,0.2,?,0.0,?,?,?,12.7,94.5,?,0.2,?,?,0.2,?,3.5,10.7,?,?,?,0.2,?,0.2,71.6,?,?,40.6,37.5,21.9,?,?,57.5,?,?,?,0.1,?,?,?,0.4,0.0,?,64.9,?,31.0,34.8,8.0,?,?,61.0,?,49.6,?,3.9,?,?,1.2,?,?,0.7,0.5,27.7,?,18.5,?,?,?,?,?,?,21.9,2.6,98.0,74.1,21.3,2.5,2.0,?
1,77.1,?,?,?,?,20.2,2.1,?,?,?,0.0,?,?,?,2.1,?,?,9.7,?,?,?,0.2,9.0,0.2,11.1,28.9,?,47.6,1.0,0.9,9.1,0.1,0.2,63.5,?,?,0.7,?,?,31.9,12.7,4.1,0.8,0.5,?,?,17.0,28.6,19.2,15.2,1.7,79.5,?,?,13.2,?,10.1,?,0.1,0.0,48.1,?,?,0.6,?,?,?,0.3,0.0,?,?,?,12.7,?,?,?,0.1,0.1,0.2,?,?,?,1.1,?,?,0.7,?,0.2,55.2,?,?,53.7,29.7,?,24.7,30.2,45.1,?,?,?,0.2,?,?,0.1,0.6,?,?,?,?,27.5,?,6.2,?,?,?,7.7,58.3,?,?,?,58.1,?,?,14.0,?,1.5,?,75.5,?,7.2,6.2,?,?,100.0,77.1,20.8,2.1,?,75.4,20.2,2.1,2.3,?
?,80.3,18.6,1.1,?,78.2,17.8,1.1,3.0,2.2,?,0.0,8.4,0.3,?,?,?,?,16.5,65.6,0.8,0.4,0.2,4.2,?,?,?,?,55.3,1.6,?,2.7,?,0.1,?,?,10.2,1.4,3.4,35.6,?,20.0,6.9,?,?,3.3,10.9,?,29.9,20.3,?,?,?,42.8,0.9,?,?,10.4,?,0.2,0.0,72.6,16.3,?,0.1,?,2.0,0.1,?,0.0,5.1,51.3,36.0,?,?,1.8,?,?,?,0.1,79.1,?,40.7,?,19.1,0.4,1.7,?,0.1,?,1.9,?,?,?,5.4,38.1,?,19.2,?,1.0,?,0.2,7.8,55.2,0.1,0.9,?,0.4,?,68.0,?,?,?,?,?,?,?,76.4,2.0,6.5,3.4,?,3.1,32.0,?,1.9,3.5,?,?,?,2.0,1.5,?,?,?,80.3,18.6,?,?,78.2,?,?,3.0,?
0,?,27.0,?,?,68.2,26.2,3.3,?,?,?,?,?,0.4,?,?,0.3,?,3.8,34.4,?,?,0.2,9.1,?,20.3,57.5,?,3.8,?,?,10.6,?,?,?,1.1,?,?,?,?,?,7.8,?,?,?,3.7,?,13.7,?,21.3,20.8,3.6,90.6,8.4,1.0,10.8,?,?,?,0.4,0.1,?,?,0.5,2.7,?,?,0.9,0.9,0.5,?,15.2,?,?,91.7,?,?,0.2,?,0.5,27.6,?,15.7,0.8,?,?,0.3,?,0.4,?,?,?,?,?,?,?,?,?,84.5,2.3,0.1,0.1,0.5,11.6,0.1,?,?,?,?,40.8,?,17.2,4.2,?,0.3,57.9,7.6,55.7,0.4,4.3,?,?,1.8,26.0,8.8,0.6,0.5,?,?,39.4,13.8,?,5.7,1.9,100.0,69.7,?,3.3,97.6,?,?,?,2.4,1.5
